disease,url
Ataxia cerebelosa autosómica recesiva asociada a la espectrina tipo 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=352403
Ataxia cerebelosa autosómica recesiva con espasticidad de inicio tardío,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=352641
Ataxia cerebelosa autosómica recesiva de inicio en el adulto,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=284289
Ataxia cerebelosa autosómica recesiva no progresiva y de inicio en la lactancia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=284332
Ataxia cerebelosa autosómica recesiva por deficiencia de CWF19L1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=453521
Ataxia cerebelosa autosómica recesiva por deficiencia de GBA2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=352641
Ataxia cerebelosa autosómica recesiva por deficiencia de STUB1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=412057
Ataxia cerebelosa autosómica recesiva por un defecto de reparación del ADN,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98097
Ataxia cerebelosa autosómica recesiva tipo 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=88644
Ataxia cerebelosa congénita autosómica recesiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98095
Ataxia cerebelosa congénita autosómica recesiva por deficiencia de GRID2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=363432
Ataxia cerebelosa congénita autosómica recesiva por deficiencia de la subunidad delta 2 del receptor ionotrópico de glutamato,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=363432
Ataxia cerebelosa congénita autosómica recesiva por deficiencia del receptor metabotrópico de glutamato 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=324262
Ataxia cerebelosa congénita por deficiencia de MGLUR1 autosómica recesiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=324262
Ataxia cerebelosa congénita por mutación en RNU12,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=512260
Ataxia cerebelosa con neuropatía periférica,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=207028
Ataxia cerebelosa degenerativa y progresiva autosómica recesiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98098
Ataxia cerebelosa de inicio temprano con preservación de reflejos tendinosos,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1177
Ataxia cerebelosa-discapacidad intelectual-atrofia óptica-anomalías cutáneas,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=83472
Ataxia cerebelosa idiopática de inicio tardío,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=247234
Ataxia cerebelosa ligada al cromosoma X,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=247765
Ataxia cerebelosa metabólica autosómica recesiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98096
Ataxia cerebelosa no progresiva con discapacidad intelectual,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=314647
Ataxia cerebelosa no progresiva-discapacidad intelectual,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1766
Ataxia cerebelosa no progresiva ligada al cromosoma X,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=314978
Ataxia cerebelosa progresiva ligada al cromosoma X,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1175
Ataxia cerebelosa rara,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=102002
Ataxia cerebelosa recesiva tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=139485
Ataxia cerebelosa sindrómica autosómica recesiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98099
Ataxia cerebelosa temprana con preservación de reflejos tendinosos,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1177
Ataxia cerebelosa tipo Cayman,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=94122
Ataxia cerebral-discapacidad intelectual-atrofia óptica-anomalías de la piel,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=83472
Ataxia con acidosis láctica tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=3008
Ataxia con acidosis láctica tipo II,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=3008
Ataxia con deficiencia aislada de vitamina E,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96
Ataxia con deficiencia de vitamina E,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96
Ataxia con demencia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98538
Ataxia con demencia de inicio tardío,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98540
Ataxia con retinopatía pigmentaria,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=94147
Ataxia de Friedreich,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=95
Ataxia de Friedrich,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=95
Ataxia degenerativa no hereditaria,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=247239
Ataxia de Harding,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1177
Ataxia de inicio temprano con demencia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98539
Ataxia de Salih,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=404499
Ataxia episódica con trastornos del habla,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=401953
Ataxia episódica hereditaria,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=211062
Ataxia episódica tipo 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=37612
Ataxia episódica tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=97
Ataxia episódica tipo 3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79135
Ataxia episódica tipo 4,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79136
Ataxia episódica tipo 5,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=211067
Ataxia episódica tipo 6,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=209967
Ataxia episódica tipo 7,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=209970
Ataxia episódica tipo 8,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=401953
Ataxia episódica-vértigo-tinnitus-mioquimia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=79135
Ataxia espástica,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=316226
Ataxia espástica autosómica dominante,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=316235
Ataxia espástica autosómica dominante tipo 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=251282
Ataxia espástica autosómica dominante tipo 7,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1182
Ataxia espástica autosómica recesiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=316240
Ataxia espástica autosómica recesiva con leucoencefalopatía,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=314603
Ataxia espástica autosómica recesiva de Charlevoix-Saguenay,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98
Ataxia espástica autosómica recesiva tipo 3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=314603
Ataxia espástica autosómica recesiva tipo 4,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=254343
Ataxia espástica autosómica recesiva tipo 5,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=313772
Ataxia espástica autosómica recesiva tipo 6,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98
Ataxia espástica autosómica tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=397946
Ataxia espástica con miosis congénita,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1182
Ataxia espinocerebelosa,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=99
Ataxia espinocerebelosa-amiotrofia-sordera,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=2074
Ataxia espinocerebelosa autosómica recesiva de progresión lenta e inicio en la infancia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=284324
Ataxia espinocerebelosa autosómica recesiva tipo 10,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=284289
Ataxia espinocerebelosa autosómica recesiva tipo 11,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=284271
Ataxia espinocerebelosa autosómica recesiva tipo 12,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=284282
Ataxia espinocerebelosa autosómica recesiva tipo 13,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=324262
Ataxia espinocerebelosa autosómica recesiva tipo 14,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=352403
Ataxia espinocerebelosa autosómica recesiva tipo 15,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=404499
Ataxia espinocerebelosa autosómica recesiva tipo 16,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=412057
Ataxia espinocerebelosa autosómica recesiva tipo 17,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=453521
Ataxia espinocerebelosa autosómica recesiva tipo 19,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=448251
Ataxia espinocerebelosa autosómica recesiva tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1170
Ataxia espinocerebelosa autosómica recesiva tipo 20,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=397709
Ataxia espinocerebelosa autosómica recesiva tipo 21,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=466794
Ataxia espinocerebelosa autosómica recesiva tipo 23,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=404493
Ataxia espinocerebelosa autosómica recesiva tipo 6,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=284332
Ataxia espinocerebelosa autosómica recesiva tipo 7,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=284324
Ataxia espinocerebelosa autosómica recesiva tipo 9,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=139485
Ataxia espinocerebelosa con epilepsia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=254881
Ataxia espinocerebelosa con los movimientos oculares verticales alterados,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=363710
Ataxia espinocerebelosa con neuropatía axonal tipo 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=94124
Ataxia espinocerebelosa con neuropatía axonal tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=64753
Ataxia espinocerebelosa de inicio en la lactancia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1186
Ataxia espinocerebelosa ligada al cromosoma X tipo 3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=85297
Ataxia espinocerebelosa ligada al cromosoma X tipo 4,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=85292
Ataxia espinocerebelosa mitocondrial con epilepsia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=254881
Ataxia espinocerebelosa no progresiva congénita,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=208513
Ataxia espinocerebelosa tipo 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98755
Ataxia espinocerebelosa tipo 10,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98761
Ataxia espinocerebelosa tipo 11,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98767
Ataxia espinocerebelosa tipo 12,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98762
Ataxia espinocerebelosa tipo 13,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98768
Ataxia espinocerebelosa tipo 14,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98763
Ataxia espinocerebelosa tipo 15/16,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98769
Ataxia espinocerebelosa tipo 17,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98759
Ataxia espinocerebelosa tipo 18,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98771
Ataxia espinocerebelosa tipo 19/22,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98772
Ataxia espinocerebelosa tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98756
Ataxia espinocerebelosa tipo 21,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98773
Ataxia espinocerebelosa tipo 27,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98764
Ataxia espinocerebelosa tipo 29,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=208513
Ataxia espinocerebelosa tipo 3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98757
Ataxia espinocerebelosa tipo 31,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=217012
Ataxia espinocerebelosa tipo 32,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276183
Ataxia espinocerebelosa tipo 34,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1955
Ataxia espinocerebelosa tipo 35,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276193
Ataxia espinocerebelosa tipo 36,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276198
Ataxia espinocerebelosa tipo 37,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=363710
Ataxia espinocerebelosa tipo 38,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=423296
"Ataxia espinocerebelosa tipo 3, tipo Joseph",https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276238
"Ataxia espinocerebelosa tipo 3, tipo Machado",https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276244
Ataxia espinocerebelosa tipo 4,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98765
Ataxia espinocerebelosa tipo 40,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=423275
Ataxia espinocerebelosa tipo 41,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=458798
Ataxia espinocerebelosa tipo 42,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=458803
Ataxia espinocerebelosa tipo 43,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=497764
Ataxia espinocerebelosa tipo 5,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98766
Ataxia espinocerebelosa tipo 6,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98758
Ataxia espinocerebelosa tipo 7,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=94147
Ataxia espinocerebelosa tipo 8,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98760
Ataxia espinocerebelosa tipo Thomas,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=276241
Ataxia espinocerebelosa y eritroqueratodermia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1955
Ataxia espinocerebolosa tipo 20,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=101110
Ataxia espinocerebolosa tipo 23,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=101108
Ataxia espinocerebolosa tipo 25,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=101111
Ataxia espinocerebolosa tipo 26,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=101112
Ataxia espinocerebolosa tipo 28,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=101109
Ataxia espinocerebolosa tipo 30,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=211017
Ataxia esporádica de inicio en el adulto de etiología desconocida,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=247234
Ataxia hereditaria rara,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=183518
Ataxia infantil con hipomielinización del sistema nervioso central,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=135
Ataxia letal con sordera y atrofia óptica,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1187
Ataxia mioclónica progresiva asociada a GOSR2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=280620
Ataxia mioclónica progresiva del mar del Norte,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=280620
Ataxia paroxística familiar,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=97
Ataxia-retraso en la dentición-hipomielinización,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=137639
Ataxia-telangiectasia,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=100
Ataxia-telangiectasia-like,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=251347
Ataxia-telangiectasia variante 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=647
Ataxia tipo Friedreich,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=96
Atelencephaly,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=566852
Atelosteogénesis tipo 1,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1190
Atelosteogénesis tipo 2,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=56304
Atelosteogénesis tipo 3,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=56305
Atelosteogénesis tipo I,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1190
Atelosteogénesis tipo II,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=56304
Atelosteogénesis tipo III,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=56305
Atireosis,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=95713
ATLD,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=251347
ATLL,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=86875
ATMDS,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=231401
ATOS,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=357107
Atransferrinemia congénita,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1195
ATR clásica,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=18
ATR distal autosómica recesiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=402041
Atresia bilateral de coanas,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=137920
Atresia biliar,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=30391
Atresia biliar con síndrome de malformación esplénica,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=244283
Atresia biliar no sindrómica,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=30391
Atresia biliar síndrómica,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=498350
Atresia biliar y trastornos asociados,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=498345
Atresia coanal,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=137914
Atresia de colon,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1198
Atresia de esófago,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1199
Atresia de laringe,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1202
Atresia de la válvula aórtica congénita,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=95448
Atresia del intestino delgado,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1201
Atresia del seno coronario,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=99118
Atresia de vías biliares,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=30391
Atresia duodenal,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1203
Atresia intestinal múltiple,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=2300
Atresia intestinal tipo IIIb,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1201
Atresia mitral,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1205
Atresia posterior de coanas-síndrome de linfedema,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=99141
Atresia pulmonar con comunicación interventricular,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1207
Atresia tricuspídea,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1209
Atresia unilateral de coanas,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=137917
Atresia uretral,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=105
Atresia vaginal,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=65681
Atresia yeyunal,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1201
Atresia yeyunoileal,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1201
Atriquia con lesiones papulares,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=86819
Atriquia papular,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=86819
Atrofia blanca de Milian,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=542643
Atrofia bulborum hereditaria,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=649
Atrofia cerebelosa con microcefalia progresiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=97249
Atrofia cerebral autosómica recesiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=363969
Atrofia cerebral y cerebelosa infantil con microcefalia postnatal progresiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=402364
Atrofia cerebral y cerebelosa progresiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=247198
Atrofia coriorretiniana bifocal progresiva,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=75373
Atrofia coriorretiniana de Sveinsson,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=86813
Atrofia coriorretiniana pigmentada paravenosa,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=251295
Atrofia coroidea y alopecia regionales,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1433
Atrofia cortical posterior,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=54247
Atrofia de microvellosidades congénita,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=2290
Atrofia dentato-rubro-pálido-luisiana,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=101
Atrofia esencial de iris,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=98981
Atrofia espinal distal autosómica recesiva tipo 4,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=206580
Atrofia espinal-oftalmoplejía-síndrome piramidal,https://www.orpha.net/consor4.01/www/cgi-bin/OC_Exp.php?lng=ES&Expert=1217
